Position,Track Name,Artist,Streams,date,region,spotify_id
162,ocean eyes,Billie Eilish,5636122,2020-03-06--2020-03-13,global,2uIX8YMNjGMD7441kqyyNU
163,SAD!,XXXTENTACION,5617293,2020-03-06--2020-03-13,global,3ee8Jmje8o58CHK66QrVC2
164,Robbery,Juice WRLD,5602445,2020-03-06--2020-03-13,global,6Hj9jySrnFppAI0sEMCZpJ
165,Dancing With A Stranger (with Normani),Sam Smith,5593786,2020-03-06--2020-03-13,global,6Qs4SXO9dwPj5GKvVOv8Ki
166,Jocelyn Flores,XXXTENTACION,5593254,2020-03-06--2020-03-13,global,7m9OqQk4RVRkw9JJdeAw96
167,Young & Alive,Bazzi,5578323,2020-03-06--2020-03-13,global,5RsKelNxucrDxgMbZ3vd3W
168,SICKO MODE,Travis Scott,5552495,2020-03-06--2020-03-13,global,2xLMifQCjDGFmkHkpNLD9h
169,i'm so tired...,Lauv,5547770,2020-03-06--2020-03-13,global,4vjpLMyL3ZO6aphdYr8XYw
170,Money In The Grave (Drake ft. Rick Ross),Drake,5512610,2020-03-06--2020-03-13,global,5ry2OE6R2zPQFDO85XkgRb
171,Good as Hell (feat. Ariana Grande),Lizzo,5489864,2020-03-06--2020-03-13,global,2rjjNUYONZqC7wSd1i6OFq
172,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,5487069,2020-03-06--2020-03-13,global,733c1CWmIGymoQXdp7Us88
173,Better Now,Post Malone,5452948,2020-03-06--2020-03-13,global,7dt6x5M1jzdTEt8oCbisTK
174,Perfect,Ed Sheeran,5448991,2020-03-06--2020-03-13,global,0tgVpDi06FyKpA1z0VMD4v
175,Girl,Myke Towers,5434180,2020-03-06--2020-03-13,global,43NqTeL8pgBxKHPMiJKUP5
176,Lights Up,Harry Styles,5396798,2020-03-06--2020-03-13,global,4jAIqgrPjKLTY9Gbez25Qb
177,Maniac,Conan Gray,5383041,2020-03-06--2020-03-13,global,7hpJ9tATWb2vztlq99hERP
178,Puesto Pa' Guerrial,Bad Bunny,5359969,2020-03-06--2020-03-13,global,5gCg2qMPzKkW4jS4dBKdDs
179,I Like Me Better,Lauv,5350998,2020-03-06--2020-03-13,global,2P91MQbaiQOfbiz9VqhqKQ
180,Dior,Pop Smoke,5348030,2020-03-06--2020-03-13,global,79s5XnCN4TJKTVMSmOx8Ep
181,goosebumps,Travis Scott,5343318,2020-03-06--2020-03-13,global,6gBFPUFcJLzWGx4lenP6h2
182,Eastside (with Halsey & Khalid),benny blanco,5336831,2020-03-06--2020-03-13,global,7FGq80cy8juXBCD2nrqdWU
183,Definitivamente,Daddy Yankee,5325447,2020-03-06--2020-03-13,global,113PlnpZbHd3WIqeYjhZWv
184,Piece Of Your Heart,MEDUZA,5322005,2020-03-06--2020-03-13,global,1DFD5Fotzgn6yYXkYsKiGs
185,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,5319259,2020-03-06--2020-03-13,global,0JjM9bKm4wrwohMslcm892
186,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,5315827,2020-03-06--2020-03-13,global,4vUmTMuQqjdnvlZmAH61Qk
187,Can We Kiss Forever?,Kina,5307209,2020-03-06--2020-03-13,global,58wyJLv6yH1La9NIZPl3ne
